id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
PG125,A Girl of the Limberlost,"Stratton-Porter, Gene",1863,1924,['en'],219,"{'Indiana -- Fiction', 'Moths -- Fiction', 'Bildungsromans', 'Domestic fiction', 'Swamps -- Fiction', 'Conflict of generations -- Fiction', 'Didactic fiction', 'Mothers and daughters -- Fiction', 'Girls -- Fiction'}",Text
PG126,The Poison Belt,"Doyle, Arthur Conan",1859,1930,['en'],242,"{'Challenger, Professor (Fictitious character) -- Fiction', 'Science fiction'}",Text
PG127,"The Number ""e""","Bonnell, Jerry T.",,,['en'],88,"{'Mathematical constants', 'Mathematics'}",Dataset
PG128,The Arabian Nights Entertainments,"Lang, Andrew",1844,1912,['en'],633,"{'Tales -- Arab countries', 'Fairy tales -- Arab countries', 'Arabs -- Folklore', 'Fairy tales', 'Folklore -- Arab countries', ""Children's stories""}",Text
PG129,The Square Root of 2,"Bonnell, Jerry T.",,,['en'],112,"{'Square root', 'Mathematics'}",Dataset
PG130,Orthodoxy,"Chesterton, G. K. (Gilbert Keith)",1874,1936,['en'],912,"{'Apologetics', 'Chesterton, G. K. (Gilbert Keith), 1874-1936', 'Christianity -- Essence, genius, nature'}",Text
PG131,"The Pilgrim's Progress from this world to that which is to come: Delivered under the similitude of a dream, by John Bunyan","Bunyan, John",1628,1688,['en'],1430,"{'Christian pilgrims and pilgrimages -- Fiction', 'Christian fiction'}",Text
PG132,The Art of War,"Sunzi, active 6th century B.C.",,,['en'],1861,"{'Military art and science -- Early works to 1800', 'War -- Early works to 1800'}",Text
PG133,The Damnation of Theron Ware,"Frederic, Harold",1856,1898,['en'],65,"{'Belief and doubt -- Fiction', 'New York (State) -- Fiction', 'Methodists -- Fiction', 'Psychological fiction', 'Clergy -- Fiction'}",Text
PG134,"Maria; Or, The Wrongs of Woman","Wollstonecraft, Mary",1759,1797,['en'],124,"{'Women -- Fiction', 'Feminist fiction', 'Autobiographical fiction'}",Text
PG135,Les Misérables,"Hugo, Victor",1802,1885,['en'],4977,"{'Paris (France) -- Fiction', 'Epic literature', 'Ex-convicts -- Fiction', 'Orphans -- Fiction', 'Historical fiction'}",Text
PG136,A Child's Garden of Verses,"Stevenson, Robert Louis",1850,1894,['en'],76,"{""Children's poetry, English""}",Text
PG137,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School","Burnett, Frances Hodgson",1849,1924,['en'],84,"{'Boarding schools -- Fiction', 'Schools -- Fiction', 'London (England) -- Fiction', 'Orphans -- Fiction'}",Text
PG138,George Sand: Some Aspects of Her Life and Writings,"Doumic, René",1860,1937,['en'],26,"{'Sand, George, 1804-1876', 'Women novelists, French -- 19th century -- Biography'}",Text
PG139,The Lost World,"Doyle, Arthur Conan",1859,1930,['en'],1333,"{'Prehistoric peoples -- Fiction', 'South America -- Fiction', 'Challenger, Professor (Fictitious character) -- Fiction', 'Dinosaurs -- Fiction', 'Fantasy fiction'}",Text
PG140,The Jungle,"Sinclair, Upton",1878,1968,['en'],1385,"{'Immigrants -- Fiction', 'Political fiction', 'Meat industry and trade -- Fiction', 'Chicago (Ill.) -- Fiction', 'Working class -- Fiction', 'Lithuanian Americans -- Fiction', 'Stockyards -- Fiction'}",Text
PG141,Mansfield Park,"Austen, Jane",1775,1817,['en'],2904,"{'Domestic fiction', 'Uncles -- Fiction', 'Love stories', 'Children of the rich -- Fiction', 'England -- Fiction', 'Cousins -- Fiction', 'Country homes -- Fiction', 'Young women -- Fiction', 'Adoptees -- Fiction'}",Text
PG142,"The $30,000 Bequest, and Other Stories","Twain, Mark",1835,1910,['en'],390,"{'United States -- Social life and customs -- Fiction', 'Humorous stories, American', 'Short stories'}",Text
PG143,The Mayor of Casterbridge,"Hardy, Thomas",1840,1928,['en'],495,"{'Mayors -- Fiction', 'Fathers and daughters -- Fiction', 'Runaway husbands -- Fiction', 'Wessex (England) -- Fiction', 'Men -- England -- Fiction', 'Psychological fiction', 'Atonement -- Fiction'}",Text
PG144,The Voyage Out,"Woolf, Virginia",1882,1941,['en'],424,"{'Bildungsromans', 'Love stories', 'Women travelers -- Fiction', 'Ocean travel -- Fiction', 'British -- South America -- Fiction', 'Young women -- Fiction'}",Text
PG145,Middlemarch,"Eliot, George",1819,1880,['en'],2050,"{'Bildungsromans', 'Married people -- Fiction', 'Domestic fiction', 'Love stories', 'Didactic fiction', 'England -- Fiction', 'Young women -- Fiction', 'City and town life -- Fiction'}",Text
PG146,A Little Princess: Being the whole story of Sara Crewe now told for the first time,"Burnett, Frances Hodgson",1849,1924,['en'],1428,"{'Boarding schools -- Fiction', 'Schools -- Fiction', 'London (England) -- Fiction', 'Orphans -- Fiction'}",Text
PG147,Common Sense,"Paine, Thomas",1737,1809,['en'],3238,"{'United States -- Politics and government -- 1775-1783', 'Monarchy -- Early works to 1800', 'Political science -- Early works to 1800'}",Text
PG148,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",1706,1790,['en'],1452,"{'Franklin, Benjamin, 1706-1790', 'Statesmen -- United States -- Biography'}",Text
PG149,The Lost Continent,"Burroughs, Edgar Rice",1875,1950,['en'],186,"{'Fantasy fiction', 'England -- Fiction', 'Science fiction'}",Text
PG150,The Republic,Plato,-428,-348,['en'],259,"{'Utopias -- Early works to 1800', 'Justice -- Early works to 1800', 'Political science -- Early works to 1800'}",Text
PG151,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor",1772,1834,['en'],672,{'Poetry'},Text
PG152,Wild Justice,"Sprague, Ruth M.",,,['en'],16,"{'Sex discrimination -- Fiction', 'Universities and colleges -- Fiction'}",Text
PG153,Jude the Obscure,"Hardy, Thomas",1840,1928,['en'],705,"{'Stonemasons -- Fiction', 'Love stories', 'Wessex (England) -- Fiction', 'Illegitimate children -- Fiction', 'Didactic fiction', 'Children -- Death -- Fiction', 'Adultery -- Fiction', 'Unmarried couples -- Fiction'}",Text
PG154,The Rise of Silas Lapham,"Howells, William Dean",1837,1920,['en'],262,"{'Socialites -- Fiction', 'Domestic fiction', 'Businessmen -- Fiction', 'Psychological fiction', 'Boston (Mass.) -- Fiction', 'Rich people -- Fiction'}",Text
PG155,The Moonstone,"Collins, Wilkie",1824,1889,['en'],1515,"{'Mystery fiction', 'East Indians -- England -- Fiction', 'Police -- England -- Fiction', 'England -- Fiction', 'Country homes -- Fiction', 'Jewelry theft -- Fiction'}",Text
PG156,"Symphony No. 5 in C minor, Opus 67","Beethoven, Ludwig van",1770,1827,['en'],23,{'Music'},Text
PG157,Daddy-Long-Legs,"Webster, Jean",1876,1916,['en'],588,"{'Boarding schools -- Fiction', 'Schools -- Fiction', 'Bildungsromans', 'Philanthropists -- Fiction', 'Love stories', 'Women college students -- Fiction', 'Universities and colleges -- Fiction', 'Women authors -- Fiction', 'Epistolary fiction', 'Young women -- Fiction', 'Letters -- Fiction', 'Orphans -- Fiction'}",Text
PG158,Emma,"Austen, Jane",1775,1817,['en'],7791,"{'Female friendship -- Fiction', 'Bildungsromans', 'Humorous stories', 'Fathers and daughters -- Fiction', 'Love stories', 'England -- Fiction', 'Mate selection -- Fiction', 'Young women -- Fiction'}",Text
PG159,The Island of Doctor Moreau,"Wells, H. G. (Herbert George)",1866,1946,['en'],1202,"{'Islands -- Fiction', 'Shipwreck survival -- Fiction', 'Animal experimentation -- Fiction', 'Science fiction'}",Text
PG160,"The Awakening, and Selected Short Stories","Chopin, Kate",1850,1904,['en'],2155,"{'Louisiana -- Social life and customs -- Fiction', 'Self-actualization (Psychology) -- Fiction', 'New Orleans (La.) -- Fiction', 'Women -- Louisiana -- New Orleans -- Social conditions -- Fiction', 'Adultery -- Fiction'}",Text
PG161,Sense and Sensibility,"Austen, Jane",1775,1817,['en'],4472,"{'Regency fiction', 'Gentry -- England -- Fiction', 'Domestic fiction', 'Social classes -- Fiction', 'Sisters -- Fiction', 'Love stories', 'England -- Fiction', 'Inheritance and succession -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Young women -- Fiction', 'Mate selection -- Fiction'}",Text
PG162,Take Me for a Ride: Coming of Age in a Destructive Cult,"Laxer, Mark E.",,,['en'],17,"{'Lenz, Frederick, 1950-', 'Cults -- United States'}",Text
PG163,Flower Fables,"Alcott, Louisa May",1832,1888,['en'],115,"{""Children's stories, American"", 'Flowers -- Juvenile poetry', 'Fairy tales -- United States', 'Fairies -- Juvenile poetry', 'Short stories', 'Flowers -- Juvenile fiction'}",Text
PG164,Twenty Thousand Leagues under the Sea,"Verne, Jules",1828,1905,['en'],1504,"{'Underwater exploration -- Fiction', 'Science fiction', 'Sea stories', 'Submarines (Ships) -- Fiction'}",Text
PG165,McTeague: A Story of San Francisco,"Norris, Frank",1870,1902,['en'],184,"{'Married people -- Fiction', 'Murderers -- Fiction', 'San Francisco (Calif.) -- Fiction', 'Avarice -- Fiction', 'Dentists -- Fiction', 'Didactic fiction', 'Psychological fiction'}",Text
PG166,Summer,"Wharton, Edith",1862,1937,['en'],160,"{'Berkshire Hills (Mass.) -- Fiction', 'Love stories', 'Man-woman relationships -- Fiction', 'Young women -- Fiction', 'Guardian and ward -- Fiction'}",Text
PG167,American Hand Book of the Daguerreotype,"Humphrey, S. D. (Samuel Dwight)",1823,1883,['en'],48,"{'Daguerreotype', 'Photography'}",Text
PG168,The History and Practice of the Art of Photography,"Snelling, Henry Hunt",1816,1897,['en'],128,"{'Daguerreotype', 'Photography'}",Text
PG169,The Well at the World's End: A Tale,"Morris, William",1834,1896,['en'],249,"{'Quests (Expeditions) -- Fiction', 'Fantasy fiction'}",Text
PG170,The Haunted Hotel: A Mystery of Modern Venice,"Collins, Wilkie",1824,1889,['en'],113,"{'Detective and mystery stories', 'Hotels -- Fiction', 'Venice (Italy) -- Fiction'}",Text
PG171,Charlotte Temple,"Rowson, Mrs.",1762,1824,['en'],205,"{'Teenage girls -- Fiction', 'Teenage pregnancy -- Fiction', 'Seduction -- Fiction', 'British -- New York (State) -- New York -- Fiction', 'Elopement -- Fiction', 'Illegitimate children -- Fiction', 'Didactic fiction', 'Runaway teenagers -- Fiction', 'Betrayal -- Fiction', 'New York (N.Y.) -- Fiction', 'Psychological fiction', 'Soldiers -- Fiction'}",Text
PG172,The Haunted Bookshop,"Morley, Christopher",1890,1957,['en'],169,"{'Booksellers and bookselling -- Fiction', 'Brooklyn (New York, N.Y.) -- Fiction', 'Mystery and detective stories'}",Text
PG173,The Insidious Dr. Fu Manchu,"Rohmer, Sax",1883,1959,['en'],218,"{'Detective and mystery stories', 'Criminals -- Fiction', 'Fu Manchu, Doctor (Fictitious character) -- Fiction'}",Text
PG174,The Picture of Dorian Gray,"Wilde, Oscar",1854,1900,['en'],7515,"{'Supernatural -- Fiction', 'Didactic fiction', 'Conduct of life -- Fiction', 'Appearance (Philosophy) -- Fiction', 'London (England) -- History -- 1800-1950 -- Fiction', 'Portraits -- Fiction', 'Great Britain -- History -- Victoria, 1837-1901 -- Fiction', 'Paranormal fiction'}",Text
PG175,The Phantom of the Opera,"Leroux, Gaston",1868,1927,['en'],1020,"{'Paris (France) -- Fiction', 'Musical fiction', 'Opera -- Fiction', 'Horror tales', 'French fiction -- Translations into English', 'Composers -- Fiction', 'Phantom of the Opera (Fictitious character) -- Fiction'}",Text
PG176,Roderick Hudson,"James, Henry",1843,1916,['en'],59,"{'Rome (Italy) -- Fiction', 'Sculptors -- Fiction', 'Man-woman relationships -- Fiction', 'Americans -- Italy -- Fiction'}",Text
PG177,The American,"James, Henry",1843,1916,['en'],153,"{'Paris (France) -- Fiction', 'Aristocracy (Social class) -- Fiction', 'Culture conflict -- Fiction', 'Love stories', 'Separation (Psychology) -- Fiction', 'Courtship -- Fiction', 'Americans -- France -- Fiction', 'Widows -- Fiction', 'Psychological fiction'}",Text
PG178,Confidence,"James, Henry",1843,1916,['en'],31,"{'Americans -- Europe -- Fiction', 'British -- Europe -- Fiction', 'Male friendship -- Fiction', 'Man-woman relationships -- Fiction'}",Text
PG179,The Europeans,"James, Henry",1843,1916,['en'],73,"{'Domestic fiction', 'Humorous stories', 'Upper class -- Fiction', 'Europeans -- United States -- Fiction', 'Boston (Mass.) -- Fiction', 'Brothers and sisters -- Fiction'}",Text
PG180,The 1994 CIA World Factbook,United States. Central Intelligence Agency,,,['en'],35,"{'Political statistics -- Handbooks, manuals, etc.', 'Political science -- Handbooks, manuals, etc.', 'World politics -- Handbooks, manuals, etc.', 'Geography -- Handbooks, manuals, etc.'}",Text
PG181,The Project Gutenberg RST Manual,"Perathoner, Marcello",,,['en'],11,"{'Electronic books', 'Electronic publishing -- Handbooks, manuals, etc.'}",Text
PG182,,,,,['en'],0,set(),Text
PG183,,,,,['en'],0,set(),Text
PG184,,,,,['en'],0,set(),Text
PG185,,,,,['en'],0,set(),Text
PG186,,,,,['en'],0,set(),Text
PG187,,,,,['en'],0,set(),Text
PG188,,,,,['en'],0,set(),Text
PG189,,,,,['en'],0,set(),Text
PG190,,,,,['en'],0,set(),Text
PG191,,,,,['en'],0,set(),Text
PG192,,,,,['en'],0,set(),Text
PG193,,,,,['en'],0,set(),Text
PG194,,,,,['en'],0,set(),Text
PG195,,,,,['en'],0,set(),Text
PG196,,,,,['en'],0,set(),Text
PG197,,,,,['en'],0,set(),Text
PG198,,,,,['en'],0,set(),Text
PG199,,,,,['en'],0,set(),Text
PG200,The Project Gutenberg Encyclopedia: Volume 1 of 28,Project Gutenberg,,,['en'],211,{'Encyclopedias and dictionaries'},Text
PG201,Flatland: A Romance of Many Dimensions (Illustrated),"Abbott, Edwin Abbott",1838,1926,['en'],923,{'Fourth dimension'},Text
PG202,My Bondage and My Freedom,"Douglass, Frederick",1818,1895,['en'],415,"{'Slaves -- Maryland -- Social conditions -- 19th century', 'Antislavery movements -- United States -- History -- 19th century', 'Plantation life -- Maryland -- History -- 19th century', 'Douglass, Frederick, 1818-1895', 'African American abolitionists -- Biography', 'Abolitionists -- United States -- Biography', 'Fugitive slaves -- Maryland -- Biography'}",Text
PG203,Uncle Tom's Cabin,"Stowe, Harriet Beecher",1811,1896,['en'],2328,"{'Slavery -- Fiction', 'Fugitive slaves -- Fiction', 'Slaves -- Fiction', 'Political fiction', 'Southern States -- Fiction', 'Master and servant -- Fiction', 'Didactic fiction', 'African Americans -- Fiction', 'Uncle Tom (Fictitious character) -- Fiction', 'Plantation life -- Fiction'}",Text
PG204,The Innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith)",1874,1936,['en'],1081,"{'Brown, Father (Fictitious character) -- Fiction', 'Catholics -- Fiction', 'England -- Fiction', 'Detective and mystery stories, English', 'Clergy -- Fiction'}",Text
PG205,"Walden, and On The Duty Of Civil Disobedience","Thoreau, Henry David",1817,1862,['en'],3342,"{'Natural history -- Massachusetts -- Walden Woods', 'Authors, American -- 19th century -- Biography', 'Solitude', 'Walden Woods (Mass.) -- Social life and customs', 'Civil disobedience', 'Government, Resistance to', 'Thoreau, Henry David, 1817-1862 -- Homes and haunts -- Massachusetts -- Walden Woods', 'Wilderness areas -- Massachusetts -- Walden Woods'}",Text
PG206,"The Martin Luther King, Jr. Day, 1995, Memorial Issue",Various,,,['en'],96,"{'Martin Luther King, Jr., Day', 'Civil rights movements', 'United States -- History', 'African Americans -- Social conditions -- To 1964'}",Text
PG207,The Spell of the Yukon and Other Verses,"Service, Robert W. (Robert William)",1874,1958,['en'],143,{'Yukon River Valley (Yukon and Alaska) -- Poetry'},Text
PG208,Daisy Miller: A Study,"James, Henry",1843,1916,['en'],524,"{'Europe -- Fiction', 'Americans -- Europe -- Fiction', 'Psychological fiction', 'Young women -- Fiction'}",Text
PG209,The Turn of the Screw,"James, Henry",1843,1916,['en'],2054,"{'Ghost stories', 'Governesses -- Fiction', 'Children -- Fiction', 'England -- Fiction', 'Psychological fiction'}",Text
PG210,An International Episode,"James, Henry",1843,1916,['en'],20,"{'Manners and customs -- Fiction', 'Americans -- England -- Fiction', 'London (England) -- Social life and customs -- Fiction', 'British -- United States -- Fiction', 'New York (State) -- Social life and customs -- Fiction'}",Text
PG211,The Aspern Papers,"James, Henry",1843,1916,['en'],207,"{'Poets -- Fiction', 'Manuscripts -- Collectors and collecting -- Fiction', 'Venice (Italy) -- Fiction', 'Man-woman relationships -- Fiction', 'Psychological fiction'}",Text
PG212,A List of Factorial Math Constants,Unknown,,,['en'],52,"{'Mathematics', 'Factorials'}",Text
PG213,The Man from Snowy River,"Paterson, A. B. (Andrew Barton)",1864,1941,['en'],800,{'Frontier and pioneer life -- Australia -- Poetry'},Text
PG214,"In the Days When the World Was Wide, and Other Verses","Lawson, Henry",1867,1922,['en'],32,"{'Australian poetry', 'Frontier and pioneer life -- Australia -- Poetry'}",Text
PG215,The Call of the Wild,"London, Jack",1876,1916,['en'],2940,"{'Animal welfare -- Fiction', 'Feral dogs -- Fiction', 'Pet theft -- Fiction', 'Dogs -- Fiction', 'Nature stories', 'Adventure stories', 'Klondike River Valley (Yukon) -- Fiction', 'Sled dogs -- Fiction'}",Text
PG216,"The Tao Teh King, or the Tao and its Characteristics",Laozi,,,['en'],742,"{'Taoism -- Sacred books', 'Philosophy, Chinese'}",Text
PG217,Sons and Lovers,"Lawrence, D. H. (David Herbert)",1885,1930,['en'],533,"{'Young men -- Fiction', 'Bildungsromans', 'Domestic fiction', 'Autobiographical fiction', 'England -- Fiction', 'Working class families -- Fiction'}",Text
PG218,C. Iuli Caesaris De Bello Gallico,"Caesar, Julius",-100,-44,['la'],330,"{'Gaul -- History -- Gallic Wars, 58-51 B.C.'}",Text
PG219,Heart of Darkness,"Conrad, Joseph",1857,1924,['en'],10267,"{'Europeans -- Africa -- Fiction', 'Africa -- Fiction', 'Trading posts -- Fiction', 'Psychological fiction', 'Imperialism -- Fiction', 'Degeneration -- Fiction'}",Text
